replication,learner_family,scheduler_family,n_stages,n_participants,n_items,failure_rate,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
5,RL,RL,2,30,40,0.12041666666666667,dual_Bayesian_RL,0.25303174698322883,0.10016845305925384,0.0567015789870913,0.4493619149793664,True,0.20493536718596947,0.048096379797259364,0.002313261749602219,True,False
5,RL,RL,2,30,40,0.12041666666666667,dual_Bayesian_Bayesian,0.24936889268888834,0.09936627767619062,0.05461098844355472,0.44412679693422197,True,0.20493536718596947,0.044433525502918875,0.001974338188618542,True,False
5,RL,RL,2,30,40,0.12041666666666667,logged_plan_RL,0.2662082909875793,0.09631101839438666,0.07743869493458147,0.4549778870405772,True,0.20493536718596947,0.06127292380160984,0.003754371191197886,True,False
5,RL,RL,2,30,40,0.12041666666666667,logged_plan_Bayesian,0.2653686630353285,0.09623183787544215,0.0767542607994619,0.45398306527119514,True,0.20493536718596947,0.06043329584935905,0.0036521832472161584,True,False
5,RL,RL,2,30,40,0.12041666666666667,oracle,0.342856038903454,0.09671091094492577,0.15330265345139948,0.5324094243555085,True,0.20493536718596947,0.13792067171748454,0.01902211168700214,True,False
6,RL,RL,2,30,40,0.11291666666666667,naive,-0.12595119777610275,0.0542910905863237,-0.2323617353252972,-0.0195406602269083,True,0.19367505385281936,-0.3196262516289221,0.10216094073035503,False,True
6,RL,RL,2,30,40,0.11291666666666667,state_RL,0.20503953375962852,0.07110543323570381,0.06567288461764906,0.34440618290160796,True,0.19367505385281936,0.011364479906809166,0.00012915140355226928,True,False
6,RL,RL,2,30,40,0.11291666666666667,state_Bayesian,0.20596553312218124,0.07096359737452865,0.06687688226810509,0.3450541839762574,True,0.19367505385281936,0.012290479269361887,0.0001510558806706143,True,False
6,RL,RL,2,30,40,0.11291666666666667,dual_RL_RL,0.2292044842449236,0.08990203733748814,0.05299649106344684,0.40541247742640035,True,0.19367505385281936,0.03552943039210424,0.0012623404239873804,True,False
6,RL,RL,2,30,40,0.11291666666666667,dual_RL_Bayesian,0.22687512254901024,0.0895945458719474,0.051269812639993334,0.4024804324580271,True,0.19367505385281936,0.03320006869619088,0.0011022445614317937,True,False
6,RL,RL,2,30,40,0.11291666666666667,dual_Bayesian_RL,0.22937536109069817,0.09004378108154355,0.05288955017087282,0.4058611720105235,True,0.19367505385281936,0.035700307237878814,0.0012745119368789426,True,False
